名稱,分類,次分類,類型,定位地址,回報地址,X坐標,Y座標,定位來源
龍港國民小學,公共建設,學校,國小,臺中市龍井區麗水里三港路1號,臺中市龍井區麗水里三港路1號,199334.0708,2677092.749,Google
龍海國民小學,公共建設,學校,國小,臺中市龍井區忠和里中央路三段206號,臺中市龍井區忠和里9鄰中央路三段206號,201927.549,2679104.009,TGOS
龍井國民小學,公共建設,學校,國小,臺中市龍井區龍西里龍門路51號,臺中市龍井區龍西里16鄰龍門路51號,202213.25,2675518.109,TGOS
龍泉國民小學,公共建設,學校,國小,臺中市龍井區龍泉里龍新路162號,臺中市龍井區龍泉里17鄰龍新路162號,204048.63,2676816.87,TGOS
龍津國民小學,公共建設,學校,國小,臺中市龍井區龍津里中央路一段165巷50號,臺中市龍井區龍津里9鄰中央路一段165巷50號,201443.209,2677407.009,TGOS
龍峰國民小學,公共建設,學校,國小,臺中市龍井區新庄里中沙路新庄仔巷2號,臺中市龍井區新庄里23鄰中沙路新庄仔巷2號,206973.25,2674962.16,TGOS
追分國民小學,公共建設,學校,國小,臺中市大肚區福山村沙田路一段364號,臺中市大肚區福山里1鄰沙田路一段364號,206128.391,2668680.814,TGOS
大忠國民小學,公共建設,學校,國小,臺中市大肚區社腳里沙田路一段八五四巷二四號,臺中市大肚區社腳里9鄰沙田路一段854巷24號,204920.108,2669972.893,TGOS
永順國民小學,公共建設,學校,國小,臺中市大肚區永順里文昌路二段586號,臺中市大肚區永順里7鄰文昌路二段586號,202554.581,2672699.808,TGOS
瑞峰國民小學,公共建設,學校,國小,臺中市大肚區蔗廍里太平路一號,臺中市大肚區蔗廍里太平路1號,206758.3174,2673820.283,Google
大肚國民小學,公共建設,學校,國小,臺中市大肚區華山路七七號,臺中市大肚區華山路77號,203910.1377,2672184.293,Google
山陽國民小學,公共建設,學校,國小,臺中市大肚區山陽里榮華街630號,臺中市大肚區山陽里1鄰榮華街630號,203766.795,2673193.166,TGOS
瑞井國民小學,公共建設,學校,國小,臺中市大肚區瑞井里華山路680號,臺中市大肚區瑞井里13鄰華山路680號,206011.687,2672676.355,TGOS
石岡國民小學,公共建設,學校,國小,臺中市石岡區石岡街123號,臺中市石岡區石岡里2鄰石岡街123號,226985.56,2685615.069,TGOS
土牛國民小學,公共建設,學校,國小,臺中市石岡區土牛里豐勢路308號,臺中市石岡區土牛里5鄰豐勢路308號,230467.443,2684505.22,TGOS
五光國民小學,公共建設,學校,國小,臺中市烏日區光明里光明路40號,臺中市烏日區光明里1鄰光明路40號,214111.239,2665513.501,TGOS
溪尾國民小學,公共建設,學校,國小,臺中市烏日區溪尾里溪岸路26號,臺中市烏日區溪尾里4鄰溪岸路26號,213351.7,2659623.319,TGOS
烏日國民小學,公共建設,學校,國小,臺中市烏日區中山路二段196號,臺中市烏日區烏日里16鄰中山路二段196號,211723.329,2666934.66,TGOS
僑仁國民小學,公共建設,學校,國小,臺中市烏日區中山路一段341號,臺中市烏日區仁德里1鄰中山路一段341號,213453.823,2667018.889,TGOS
九德國民小學,公共建設,學校,國小,臺中市烏日區九德里長春街300號,臺中市烏日區九德里11鄰長春街300號,213217.859,2667247.762,TGOS
喀哩國民小學,公共建設,學校,國小,臺中市烏日區溪南路二段370號,臺中市烏日區螺潭里5鄰溪南路二段370號,213677.494,2661973.259,TGOS
旭光國民小學,公共建設,學校,國小,臺中市烏日區健行路501號,臺中市烏日區榮泉里4鄰健行路501號,208759.703,2667321.626,TGOS
東園國民小學,公共建設,學校,國小,臺中市烏日區溪南路一段238巷198號,臺中市烏日區東園里6鄰溪南路一段238巷198號,213347.481,2664411.314,TGOS
大南國民小學,公共建設,學校,國小,臺中市新社區大南里003鄰興中街47號,臺中市新社區大南里3鄰興中街47號,230139.696,2680160.262,TGOS
東興國民小學,公共建設,學校,國小,臺中市新社區東興里興社街一段國校巷13號,臺中市新社區東興里10鄰興社街一段國校巷13號,231692.415,2677928.719,TGOS
協成國民小學,公共建設,學校,國小,臺中市新社區協成里興義街219號,臺中市新社區協成里12鄰興義街219號,230954.625,2676502.723,TGOS
新社國民小學,公共建設,學校,國小,臺中市新社區新社里興社街四段1巷2號,臺中市新社區新社里2鄰興社街四段1巷3號,230655.668,2681660.176,TGOS
大林國民小學,公共建設,學校,國小,臺中市新社區福興里美林38號,臺中市新社區福興里4鄰美林38號,236220.318,2672700.537,TGOS
中和國民小學,公共建設,學校,國小,臺中市新社區中和里中興街129號,臺中市新社區中和里9鄰中興街130之1號,232532.1,2672469.103,TGOS
崑山國民小學,公共建設,學校,國小,臺中市新社區崑山里崑南街崑崙巷5-2號,臺中市新社區崑山里11鄰崑南街崑崙巷5之2號,228433.907,2681807.98,TGOS
福民國民小學,公共建設,學校,國小,臺中市新社區福興里福民16之7號,臺中市新社區福興里2鄰福民16之7號,237948.249,2673123.444,TGOS
大里國民小學,公共建設,學校,國小,臺中市大里區新興路50號,臺中市大里區新里里18鄰新興路50號,217207.019,2666143.23,TGOS
內新國民小學,公共建設,學校,國小,臺中市大里區東昇里日新路8號,臺中市大里區東昇里11鄰日新路8號,219067.489,2667391.419,TGOS
塗城國民小學,公共建設,學校,國小,臺中市大里區仁德里13鄰文化街120號,臺中市大里區仁德里13鄰文化街120號,219543.799,2665361.569,TGOS
瑞城國民小學,公共建設,學校,國小,臺中市大里區美村街196號,臺中市大里區瑞城里35鄰美村街196號,219751.98,2664608.06,TGOS
健民國民小學,公共建設,學校,國小,臺中市大里區健民里練武路67號,臺中市大里區健民里30鄰練武路67號,222355.39,2664982.29,TGOS
益民國民小學,公共建設,學校,國小,臺中市大里區益民路二段48號,臺中市大里區長榮里10鄰益民路二段48號,218214.09,2666912.799,TGOS
草湖國民小學,公共建設,學校,國小,臺中市大里區西湖路32號,臺中市大里區西湖里2鄰西湖路32號,218501.2,2663725.236,TGOS
崇光國民小學,公共建設,學校,國小,臺中市大里區大明路181號,臺中市大里區東興里19鄰大明路181號,217943.429,2667779.87,TGOS
大元國民小學,公共建設,學校,國小,臺中市大里區現岱路60號,臺中市大里區大元里1鄰現岱路60號,218465.22,2666182.04,TGOS
美群國民小學,公共建設,學校,國小,臺中市大里區美群路99號,臺中市大里區塗城里7鄰美群路99號,220465.2,2664360.14,TGOS
永隆國民小學,公共建設,學校,國小,臺中市大里區永隆五街2號,臺中市大里區永隆里8鄰永隆五街2號,217227.85,2667373.71,TGOS
立新國民小學,公共建設,學校,國小,臺中市大里區立新街338號,臺中市大里區立仁里20鄰立新街338號,219440.959,2666702.85,TGOS
德芙蘭國小谷關分校,公共建設,學校,國小,臺中市和平區博愛里分校巷29號,臺中市和平區博愛里分校巷29號,250625.757,2677376.839,Google
和平國民小學,公共建設,學校,國小,臺中市和平區南勢里東關路三段54號,臺中市和平區南勢里6鄰東關路三段54號,239387.366,2673963.595,TGOS
自由國民小學,公共建設,學校,國小,臺中市和平區自由里東崎路二段49  號,臺中市和平區自由里5鄰東崎路二段49號,240757.543,2687297.112,TGOS
白冷國民小學,公共建設,學校,國小,臺中市和平區天輪里東關路二段天輪巷42號,臺中市和平區天輪里4鄰東關路二段天輪巷42號,242919.227,2675346.768,TGOS
德芙蘭國民小學,公共建設,學校,國小,臺中市和平區博愛里松鶴三巷10號,臺中市和平區博愛里1鄰東關路一段17之2號,252386.746,2678366.125,TGOS
平等國民小學,公共建設,學校,國小,臺中市和平區平等里中興路三段環山三巷35號,臺中市和平區平等里15鄰中興路三段環山三巷35號,279794.994,2690192.063,TGOS
自由國小烏石分校,公共建設,學校,國小,臺中市和平區自由里東崎路二段烏石巷61號,臺中市和平區自由里東崎路二段烏石巷61號,243412.2125,2687461.837,Google
萬豐國民小學,公共建設,學校,國小,臺中市霧峰區萬豐里中正路224號,臺中市霧峰區萬豐里15鄰中正路224號,219225.315,2658078.831,TGOS
霧峰國民小學,公共建設,學校,國小,臺中市霧峰區中正路736號,臺中市霧峰區本堂里9鄰中正路736號,219428.851,2661431.935,TGOS
五福國民小學,公共建設,學校,國小,臺中市霧峰區五福里新埔路239號,臺中市霧峰區五福里5鄰新埔路239號,216200.741,2663213.68,TGOS
光正國民小學,公共建設,學校,國小,臺中市霧峰區北勢里豐正路五六六號,臺中市霧峰區北勢里豐正路566號,216265.5692,2659076.915,Google
峰谷國民小學,公共建設,學校,國小,臺中市霧峰區峰谷路496號,臺中市霧峰區峰谷里7鄰峰谷路496號,222048.285,2658881.639,TGOS
桐林國民小學,公共建設,學校,國小,臺中市霧峰區桐林里民生路675號,臺中市霧峰區桐林里5鄰民生路675號,223122.788,2662345.578,TGOS
復興國民小學,公共建設,學校,國小,臺中市霧峰區坑口里信義路50號,臺中市霧峰區坑口里22鄰信義路50號,219310.331,2659736.682,TGOS
吉峰國民小學,公共建設,學校,國小,臺中市霧峰區吉峰里民生路349號,臺中市霧峰區吉峰里23鄰民生路349號,221444.962,2663883.941,TGOS
僑榮國民小學,公共建設,學校,國小,臺中市霧峰區甲寅里民生路156號,臺中市霧峰區甲寅里11鄰民生路156號,219814.815,2662841.591,TGOS
四德國民小學,公共建設,學校,國小,臺中市霧峰區四德路504號,臺中市霧峰區四德里10鄰四德路504號,216195.41,2661826.983,TGOS
坪林國小坪廍分校,公共建設,學校,國小,臺中市太平區廍仔坑路95號,臺中市太平區廍仔坑路95號,225221.528,2672408.064,Google
中華國民小學,公共建設,學校,國小,臺中市太平區大源路1 之20號,臺中市太平區中山里15鄰大源路1之20號,222149.147,2671367.379,TGOS
新高國民小學,公共建設,學校,國小,臺中市太平區立功路68號,臺中市太平區新高里16鄰立功路68號,220905.842,2671814.794,TGOS
東平國民小學,公共建設,學校,國小,臺中市太平區中興東路213號,臺中市太平區成功里6鄰中興東路213號,221930.82,2669739.22,TGOS
新平國民小學,公共建設,學校,國小,臺中市太平區樹孝路336巷9號,臺中市太平區新坪里20鄰樹孝路336巷9號,221558.53,2672187.24,TGOS
車籠埔國民小學,公共建設,學校,國小,臺中市太平區光明路10-2號,臺中市太平區光隆里8鄰光明路10之2號,222693.079,2667174.379,TGOS
長億國民小學,公共建設,學校,國小,臺中市太平區太平三街295號,臺中市太平區長億里17鄰太平三街295號,221069.878,2667605.842,TGOS
太平國民小學,公共建設,學校,國小,臺中市太平區中興路35號,臺中市太平區中政里4鄰中興路35號,221302.1,2669207.939,TGOS
宜欣國民小學,公共建設,學校,國小,臺中市太平區新平路二段100號,臺中市太平區宜欣里6鄰新平路二段100號,221061.45,2670467.23,TGOS
坪林國民小學,公共建設,學校,國小,臺中市太平區坪林里坪林路45號,臺中市太平區坪林里8鄰坪林路45號,223280.87,2671104.93,TGOS
光隆國民小學,公共建設,學校,國小,臺中市太平區光興路487巷5號,臺中市太平區永隆里6鄰光興路487巷5號,222319.959,2666628.359,TGOS
頭汴國民小學,公共建設,學校,國小,臺中市太平區頭汴里北田路20號,臺中市太平區頭汴里7鄰北田路20號,224821.23,2668653.98,TGOS
新光國民小學,公共建設,學校,國小,臺中市太平區新興里新興路200號,臺中市太平區新興里8鄰新興路200號,220162.889,2672750.634,TGOS
黃竹國民小學,公共建設,學校,國小,臺中市太平區黃竹里竹村路41號,臺中市太平區黃竹里5鄰竹村路41號,224848.14,2664291.22,TGOS
建平國民小學,公共建設,學校,國小,臺中市太平區精美路201號,臺中市太平區建國里16鄰精美路201號,222002.01,2668797.58,TGOS
東勢國民小學,公共建設,學校,國小,臺中市東勢區廣興里第五橫街1號,臺中市東勢區廣興里11鄰第五橫街2號,232829.886,2683616.541,TGOS
成功國民小學,公共建設,學校,國小,臺中市東勢區慶東里東關路五段600號,臺中市東勢區慶東里東關路五段600號,233707.4351,2678048.706,Google
新成國民小學,公共建設,學校,國小,臺中市東勢區上城街260號,臺中市東勢區上城里6鄰上城街260號,233649.323,2679596.401,TGOS
中山國民小學,公共建設,學校,國小,臺中市東勢區泰昌里中泰街88號,臺中市東勢區泰昌里9鄰中泰街88號,233284.209,2683042.623,TGOS
石城國民小學,公共建設,學校,國小,臺中市東勢區茂興里石城街182巷26號,臺中市東勢區茂興里14鄰石城街182巷26號,228931.64,2686692.044,TGOS
明正國民小學,公共建設,學校,國小,臺中市東勢區明正里東蘭路永盛巷57-1號,臺中市東勢區明正里3鄰東蘭路永盛巷57之1號,228772.728,2689295.452,TGOS
石角國民小學,公共建設,學校,國小,臺中市東勢區隆興里東坑路西盛巷22號,臺中市東勢區隆興里4鄰東坑路西盛巷22號,234817.062,2681350.487,TGOS
中科國民小學,公共建設,學校,國小,臺中市東勢區東崎路四段92巷16號,臺中市東勢區中嵙里6鄰東崎路四段92巷16號,234900.864,2683514.603,TGOS
新盛國民小學,公共建設,學校,國小,臺中市東勢區新盛里新盛街342號,臺中市東勢區新盛里6鄰新盛街342號,232870.639,2681987.784,TGOS
東新國民小學,公共建設,學校,國小,臺中市東勢區東新里東蘭路1之1號,臺中市東勢區東新里3鄰東蘭路2之2號,232440.551,2683957.72,TGOS
博屋瑪國民小學,公共建設,學校,國小,臺中市和平區達觀里東崎路一段育英巷6號,臺中市和平區達觀里3鄰東崎路一段育英巷6號,241960.388,2691340.592,TGOS
中坑國民小學,公共建設,學校,國小,臺中市和平區中坑里中坑巷41號,臺中市和平區中坑里4鄰雪山路21之1號,239277.703,2680138.839,TGOS
東汴國民小學,公共建設,學校,國小,臺中市太平區東汴里山田路100號,臺中市太平區東汴里10鄰山田路100號,229242.09,2668042.939,TGOS
明德高級中學小學部 ,公共建設,學校,國小,臺中市南區明德街83號,臺中市南區南門里1鄰明德街83號,217926.215,2668441.728,TGOS
